date,observed,trend,seasonal,resid
2020-02-01,0.0,179946.1628571428,-111542.93456672598,-68403.22829041682
2020-02-02,0.0,194696.43857142853,-100977.26519854026,-93719.17337288827
2020-02-03,1087677.9399999997,205249.0428571428,43850.4095355246,838578.4876073323
2020-02-04,45711.07000000001,197196.36571428564,38414.599230450534,-189899.89494473615
2020-02-05,121546.41000000005,197196.36571428564,41795.18525610053,-117445.14097038613
2020-02-06,123914.59999999993,197196.36571428564,67658.82526623465,-140940.59098052036
2020-02-07,1524.54,60507.775714285715,20801.18047695594,-79784.41619124165
2020-02-08,0.0,137671.9985714285,-111542.93456672598,-26129.064004702523
2020-02-09,0.0,135241.61714285705,-100977.26519854026,-34264.35194431679
2020-02-10,130857.81000000004,192304.5157142857,43850.4095355246,-105297.11524981025
2020-02-11,585860.6299999995,233740.4471428571,38414.599230450534,313705.5836266919
2020-02-12,104533.73999999999,233740.4471428571,41795.18525610053,-171001.89239895763
2020-02-13,523354.89000000025,233740.4471428571,67658.82526623465,221955.61759090848
2020-02-14,291576.0599999999,226656.49857142853,20801.18047695594,44118.380951615414
2020-02-15,0.0,153365.05142857146,-111542.93456672598,-41822.11686184548
2020-02-16,0.0,152319.07714285713,-100977.26519854026,-51341.81194431687
2020-02-17,81270.16999999995,98469.45857142853,43850.4095355246,-61049.69810695318
2020-02-18,72820.49999999999,94643.78714285712,38414.599230450534,-60237.88637330767
2020-02-19,97211.91999999998,94643.78714285712,41795.18525610053,-39227.05239895767
2020-02-20,146407.55999999997,94643.78714285712,67658.82526623465,-15895.052409091804
2020-02-21,264796.36000000004,83033.76285714285,20801.18047695594,160961.41666590126
2020-02-22,0.0,72630.83428571429,-111542.93456672598,38912.10028101169
2020-02-23,0.0,69564.64428571428,-100977.26519854026,31412.62091282598
2020-02-24,0.0,75101.42285714285,43850.4095355246,-118951.83239266745
2020-02-25,0.0,87667.4142857143,38414.599230450534,-126082.01351616484
2020-02-26,75748.58999999998,89398.15714285716,41795.18525610053,-55444.75239895771
2020-02-27,185165.00999999998,89398.15714285716,67658.82526623465,28108.02759090817
2020-02-28,352758.3000000002,188745.8857142857,20801.18047695594,143211.2338087586
2020-02-29,12115.2,213114.4571428571,-111542.93456672598,-89456.32257613112
2020-03-01,0.0,206804.84857142856,-100977.26519854026,-105827.5833728883
2020-03-02,695434.0999999997,205340.6471428571,43850.4095355246,446243.04332161805
2020-03-03,170580.0,188718.91428571424,38414.599230450534,-56553.51351616478
2020-03-04,31581.33,186988.1714285714,41795.18525610053,-197202.0266846719
2020-03-05,174915.60000000003,186988.1714285714,67658.82526623465,-79731.39669480601
2020-03-06,236406.17000000004,106977.19,20801.18047695594,108627.7995230441
2020-03-07,0.0,108395.6642857143,-111542.93456672598,3147.2702810116753
2020-03-08,0.0,111376.44714285716,-100977.26519854026,-10399.181944316893
2020-03-09,135357.22999999998,102252.20714285712,43850.4095355246,-10745.386678381743
2020-03-10,180509.32000000004,168665.36571428576,38414.599230450534,-26570.644944736254
2020-03-11,52446.81,168665.36571428576,41795.18525610053,-158013.74097038628
2020-03-12,111045.91999999991,168665.36571428576,67658.82526623465,-125278.2709805205
2020-03-13,701298.2800000005,182296.24857142864,20801.18047695594,498200.8509516159
2020-03-14,0.0,176568.7914285715,-111542.93456672598,-65025.85686184553
2020-03-15,0.0,199851.67000000007,-100977.26519854026,-98874.40480145981
2020-03-16,230773.41000000012,234555.40714285724,43850.4095355246,-47632.40667838172
2020-03-17,140417.12000000002,134369.9385714286,38414.599230450534,-32367.4178018791
2020-03-18,215426.96000000002,134369.9385714286,41795.18525610053,39261.8361724709
2020-03-19,353972.08,134369.9385714286,67658.82526623465,151943.3161623368
2020-03-20,0.0,101402.30857142858,20801.18047695594,-122203.48904838452
2020-03-21,0.0,81342.72,-111542.93456672598,30200.214566725976
2020-03-22,0.0,74113.22285714286,-100977.26519854026,26864.042341397406
2020-03-23,0.0,25560.265714285717,43850.4095355246,-69410.67524981032
2020-03-24,0.0,27086.544285714288,38414.599230450534,-65501.143516164826
2020-03-25,164820.48,27086.544285714288,41795.18525610053,95938.75045818521
2020-03-26,14101.380000000005,27086.544285714288,67658.82526623465,-80643.98955194894
2020-03-27,10683.95,31057.59285714286,20801.18047695594,-41174.82333409879
2020-03-28,0.0,31057.59285714286,-111542.93456672598,80485.34170958312
2020-03-29,0.0,101570.24571428567,-100977.26519854026,-592.9805157454102
2020-03-30,27797.34000000001,106545.96428571425,43850.4095355246,-122599.03382123885
2020-03-31,0.0,105019.68571428568,38414.599230450534,-143434.28494473622
2020-04-01,658409.0499999998,105019.68571428568,41795.18525610053,511594.17902961356
2020-04-02,48931.41000000001,149370.89571428567,67658.82526623465,-168098.31098052033
2020-04-03,0.0,172133.37999999995,20801.18047695594,-192934.5604769559
2020-04-04,0.0,205141.18571428565,-111542.93456672598,-93598.25114755967
2020-04-05,310458.47,113260.66428571429,-100977.26519854026,298175.070912826
2020-04-06,187134.73000000004,106270.46285714283,43850.4095355246,37013.857607332604
2020-04-07,231054.63999999996,106270.46285714283,38414.599230450534,86369.57791240659
2020-04-08,15245.400000000005,106270.46285714283,41795.18525610053,-132820.24811324335
2020-04-09,0.0,80518.64428571428,67658.82526623465,-148177.46955194895
2020-04-10,0.0,60456.55571428571,20801.18047695594,-81257.73619124165
2020-04-11,0.0,30715.95,-111542.93456672598,80826.98456672598
2020-04-12,130195.73999999999,32213.821428571428,-100977.26519854026,198959.18376996883
2020-04-13,46700.11000000001,40478.30285714286,43850.4095355246,-37628.60239266745
2020-04-14,22870.399999999998,40478.30285714286,38414.599230450534,-56022.5020875934
2020-04-15,25730.5,40478.30285714286,41795.18525610053,-56542.98811324339
2020-04-16,57851.37,21878.91142857143,67658.82526623465,-31686.366694806078
2020-04-17,0.0,22017.682857142856,20801.18047695594,-42818.863334098794
2020-04-18,0.0,24719.74142857143,-111542.93456672598,86823.19313815454
2020-04-19,0.0,27759.818571428572,-100977.26519854026,73217.4466271117
