id,warranty,list_price,weight,sequence,color,write_uid,uom_id,description_purchase,default_code,create_date,create_uid,sale_ok,purchase_ok,message_last_post,company_id,uom_po_id,description_sale,description,volume,write_date,active,categ_id,name,rental,type,sale_line_warn,sale_line_warn_msg,track_service,invoice_policy,expense_policy,tracking,location_id,description_picking,warehouse_id,sale_delay,can_be_expensed,purchase_line_warn_msg,purchase_method,purchase_line_warn,use_time,life_time,removal_time,alert_time,produce_delay,landed_cost_ok,split_method,website_description,hs_code,tc_state,oc_state,secretaria_code,mercosur_code,product_brand_id,pack_cat,flavor_id,quote_description
245,,1,0.336,1,,8,20,,MIX001x12,3/6/18 17:44,1,TRUE,FALSE,,1,20,,,2,4/14/21 12:14,TRUE,4,SNACK | Almendras y pasas disp 12u x28g,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,8,62,
246,,1,1.68,1,,9,25,,MIX001x60,3/6/18 17:44,1,TRUE,FALSE,,1,25,,,6,4/20/21 10:44,TRUE,4,SNACK | Almendras y pasas disp 60u x28g,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,9,62,
247,,0,2.688,1,,9,22,,MIX001x12x8,3/6/18 17:44,1,TRUE,FALSE,,1,22,,,20,4/20/21 10:42,TRUE,4,SNACK | Almendras y pasas 8 disp 12u x28g (96u),FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,8,62,
248,,1,0.028,1,,9,1,,MIX001,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,0.18,4/20/21 10:41,TRUE,4,SNACK | Almendras y pasas x28g,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,9,62,
249,,1,3,1,,9,26,,GAL004x20,3/6/18 17:44,1,TRUE,FALSE,,1,26,,,16.6,4/27/21 14:49,TRUE,5,"GALLETITA | Maní, cacao y café 20u x150g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,4,42,
250,,1,3,1,,9,26,,GAL001x20,3/6/18 17:44,1,TRUE,FALSE,,1,26,,,16.6,4/27/21 14:33,TRUE,5,"GALLETITA | Avena, pasas y chía 20u x150g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,4,43,
251,,1,0.15,1,,8,1,,GAL002,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,0.82,4/27/21 12:43,TRUE,5,"GALLETITA | Avena, coco y lino x150g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,4,40,
252,,1,0.028,1,,1,1,,GAL007,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,0.25,3/3/21 16:32,TRUE,89,"GALLETITA | Algarroba, pasas y girasol x28g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,5,41,
253,,1,3,1,,1,26,,GAL003x20,3/6/18 17:44,1,TRUE,FALSE,,1,26,,,16.6,7/17/18 18:35,FALSE,5,"NO GALLETITA | Algarroba, pasas y girasol 20u x150g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,,,,
254,,1,0.15,1,,8,1,,GAL004,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,0.82,4/27/21 13:07,TRUE,5,"GALLETITA | Maní, cacao y café x150g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,4,42,
255,,1,0.15,1,,8,1,,GAL001,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,0.82,4/15/21 14:01,TRUE,5,"GALLETITA | Avena, pasas y chía x150g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,4,43,
256,,1,0.028,1,,1,1,,GAL006,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,0.25,3/3/21 16:32,TRUE,89,"GALLETITA | Avena, coco y lino x28g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,5,40,
257,,1,0.028,1,,1,1,,GAL005,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,0.25,3/3/21 16:32,TRUE,89,"GALLETITA | Avena, pasas y chía x28g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,5,43,
258,,1,3,1,,9,26,,GAL002x20,3/6/18 17:44,1,TRUE,FALSE,,1,26,,,16.6,4/27/21 14:42,TRUE,5,"GALLETITA | Avena, coco y lino 20u x150g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,4,40,
259,,1,0.15,1,,9,1,,GAL003,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,0.82,4/22/21 13:59,TRUE,5,"GALLETITA | Algarroba, pasas y girasol x150g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,4,41,
260,,1,0.028,1,,1,1,,GAL008,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,0.25,3/3/21 16:32,TRUE,89,"GALLETITA | Maní, cacao y café x28g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,5,42,
261,,1,0.24,1,,9,1,,GRA006,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,0.88,4/14/21 13:12,TRUE,7,"GRANOLA | Nueces, manzana y pasas x240g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,7,49,
262,,1,7,1,,9,31,,GRA003x7,3/6/18 17:44,1,TRUE,FALSE,,1,31,,,16.6,4/16/21 16:47,TRUE,6,"GRANOLA | Nueces, manzana y pasas 7u x1kg",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,6,49,
263,,1,5.76,1,,9,29,,GRA006x24,3/6/18 17:44,1,TRUE,FALSE,,1,22,,,16.6,4/16/21 16:48,TRUE,7,"GRANOLA | Nueces, manzana y pasas 24u x240g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,7,49,
264,,1,1,1,,8,1,,GRA003,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,2.77,4/8/21 16:55,TRUE,6,"GRANOLA | Nueces, manzana y pasas x1kg",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,6,49,
265,,1,0.24,1,,8,1,,GRA005,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,0.88,4/21/21 17:05,TRUE,7,"GRANOLA | Cajú, coco y pasas x240g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,7,48,
266,,1,7,1,,9,31,,GRA002x7,3/6/18 17:44,1,TRUE,FALSE,,1,31,,,16.6,4/28/21 13:34,TRUE,6,"GRANOLA | Cajú, coco y pasas 7u x1kg",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,6,48,
267,,1,5.76,1,,9,29,,GRA005x24,3/6/18 17:44,1,TRUE,FALSE,,1,22,,,16.6,4/28/21 13:35,TRUE,7,"GRANOLA | Cajú, coco y pasas 24u x240g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,7,48,
268,,1,1,1,,8,1,,GRA002,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,2.77,4/27/21 16:53,TRUE,6,"GRANOLA | Cajú, coco y pasas x1kg",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,6,48,
269,,1,0.24,1,,9,1,,GRA007,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,0.88,4/14/21 13:13,TRUE,7,GRANOLA | Avellanas y semillas de zapallo x240g,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,7,54,
270,,1,7,1,,9,31,,GRA008x7,3/6/18 17:44,1,TRUE,FALSE,,1,31,,,16.6,3/15/21 17:31,TRUE,6,GRANOLA | Avellanas y semillas de zapallo 7u x1kg,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,6,54,
271,,1,5.76,1,,9,29,,GRA007x24,3/6/18 17:44,1,TRUE,FALSE,,1,29,,,16.6,4/28/21 13:38,TRUE,7,GRANOLA | Avellanas y semillas de zapallo 24u x240g,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,7,54,
272,,1,1,1,,8,1,,GRA008,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,2.77,4/27/21 13:05,TRUE,6,GRANOLA | Avellanas y semillas de zapallo x1kg,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,6,54,
273,,1,0.24,1,,8,1,,GRA004,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,0.88,4/14/21 12:13,TRUE,7,"GRANOLA | Frutos secos, semillas y miel x240g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,7,50,
274,,1,7,1,,9,31,,GRA001x7,3/6/18 17:44,1,TRUE,FALSE,,1,31,,,16.6,4/28/21 13:27,TRUE,6,"GRANOLA | Frutos secos, semillas y miel 7u x1kg",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,6,50,
275,,1,5.76,1,,9,29,,GRA004x24,3/6/18 17:44,1,TRUE,FALSE,,1,22,,,16.6,4/28/21 14:51,TRUE,7,"GRANOLA | Frutos secos, semillas y miel 24u x240g",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,7,50,
276,,1,1,1,,8,1,,GRA001,3/6/18 17:44,1,TRUE,FALSE,,1,1,,,2.77,4/27/21 12:53,TRUE,6,"GRANOLA | Frutos secos, semillas y miel x1kg",FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,180,,,0,,equal,,,,,,,1,6,50,
277,,1,0,1,,8,23,,MKT004,3/6/18 17:44,1,FALSE,TRUE,,1,23,,,0,10/6/20 17:16,TRUE,57,Gastos envio de productos Marketing,FALSE,service,no-message,,manual,order,no,none,,,,0,FALSE,,receive,no-message,,0,,,0,,equal,,,,,,,,,,
422,,1,0,1,,1,3,,MP001,3/6/18 19:37,1,FALSE,TRUE,,1,3,,,0,5/10/19 14:20,TRUE,9,Agua,FALSE,consu,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,,,,0,,equal,,,,,,,,,,
423,,1,1,1,,9,3,,MP002,3/6/18 19:37,1,FALSE,TRUE,,1,3,,,0,4/27/21 15:36,TRUE,9,Azúcar mascabo granulada,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,,,,0,,equal,,,,,,,,,,
424,,1,0,1,,8,3,,MP002ST,3/6/18 19:37,1,FALSE,TRUE,,1,3,,,0,3/4/20 14:27,TRUE,9,Azúcar mascabo granulada sin TACC,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,purchase,no-message,,,,,0,,equal,,,,,,,,,,
425,,1,1,1,,9,3,,MP003,3/6/18 19:37,1,FALSE,TRUE,,1,3,,,0,4/23/21 16:11,TRUE,9,Miel,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,purchase,no-message,,,,,0,,equal,,,,,,,,,,
426,,1,0,1,,9,3,,MP003ST,3/6/18 19:37,1,FALSE,TRUE,,1,3,,,0,5/21/20 19:57,TRUE,9,Miel sin TACC,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,purchase,no-message,,,,,0,,equal,,,,,,,,,,
427,,1,0.89,1,,9,11,,MP004,3/6/18 19:37,1,FALSE,TRUE,,1,11,,,1,11/9/20 12:06,TRUE,9,Aceite girasol alto oleico,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,purchase,no-message,,,,,0,,equal,,,,,,,,,,
428,,1,0,1,,9,3,,MP005,3/6/18 19:37,1,FALSE,TRUE,,1,3,,,0,4/23/21 16:12,TRUE,10,Almendra pelada,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,,,,0,,equal,,,,,,,,,,
429,,1,0,1,,9,3,,MP005ST,3/6/18 19:37,1,FALSE,TRUE,,1,3,,,0,4/14/21 19:41,TRUE,10,Almendra pelada sin TACC,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,purchase,no-message,,,,,0,,equal,,,,,,,,,,
430,,1,0,1,,9,3,,MP006,3/6/18 19:37,1,FALSE,TRUE,,1,3,,,0,6/17/20 14:28,TRUE,11,Arándano deshidratado,FALSE,product,no-message,,manual,order,no,lot,,,,0,TRUE,,receive,no-message,,,,,0,,equal,,,,,,,,,,
431,,1,0,1,,9,3,,MP006ST,3/6/18 19:37,1,FALSE,TRUE,,1,3,,,0,10/21/20 15:00,TRUE,11,Arándano deshidratado sin TACC,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,purchase,no-message,,,,,0,,equal,,,,,,,,,,
432,,1,1,1,,8,3,,MP007,3/6/18 19:37,1,FALSE,TRUE,,1,3,,,0,3/29/21 15:11,TRUE,10,Avellanas peladas,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,purchase,no-message,,,,,0,,equal,,,,,,,,,,
433,,1,1,1,,9,3,,MP008,3/6/18 19:37,1,FALSE,TRUE,,1,3,,,0,2/23/21 14:42,TRUE,13,Avena arrollada gruesa,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,,,,0,,equal,,,,,,,,,,
434,,1,0,1,,9,3,,MP009,3/6/18 19:37,1,FALSE,TRUE,,1,3,,,0,3/18/21 13:32,TRUE,9,Bicarbonato de sodio en polvo,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,,,,0,,equal,,,,,,,,,,
435,,1,1,1,,9,3,,MP010,3/6/18 19:37,1,FALSE,TRUE,,1,3,,,0,4/23/21 16:10,TRUE,9,Cacao amargo alcalino en polvo,FALSE,product,no-message,,manual,order,no,lot,,,,0,FALSE,,receive,no-message,,,,,0,,equal,,,,,,,,,,
