id,create_uid,code,create_date,reconcile,deprecated,company_id,write_uid,currency_id,note,internal_type,write_date,user_type_id,last_time_entries_checked,name,wtaxf
485,1,1.1.3.02.500,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,5,,Saldo a Favor IIBB PBA,
486,1,1.1.3.02.600,3/8/18 20:34,FALSE,FALSE,1,13,,,other,12/9/20 16:08,5,,Retenciones IIBB CABA,
487,1,1.1.3.02.700,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,5,,Retenciones IIBB Banco PBA,
488,1,1.1.3.02.800,3/8/18 20:34,FALSE,FALSE,1,13,,,other,12/14/20 13:19,5,,Retenciones IIBB PBA,
489,1,1.1.3.03.000,3/8/18 20:34,FALSE,FALSE,1,13,,,other,12/10/20 16:20,5,,Retenciones IVA,
490,1,1.1.3.04.000,3/8/18 20:34,FALSE,FALSE,1,13,,,other,12/10/20 16:20,5,,Retenciones Ganancias,
491,1,1.1.3.05.000,3/8/18 20:34,FALSE,FALSE,1,8,,,other,10/20/20 1:18,5,,BP Acc y Particip,cashin_out
492,1,1.1.3.06.000,3/8/18 20:34,FALSE,FALSE,1,8,,,other,7/22/19 19:59,5,,Activo impuesto al debito y credito,
493,1,1.1.3.07.000,3/8/18 20:34,FALSE,FALSE,1,13,,,other,12/10/20 16:20,5,,Retenciones de SUSS,
494,1,1.1.3.08.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,5,,Retenciones Sircreb,
495,1,1.1.3.09.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,5,,IVA Saldo Técnico,
496,1,1.1.3.10.000,3/8/18 20:34,FALSE,FALSE,1,1,,,other,3/8/18 20:34,5,,IIBB Saldo a favor,
497,1,1.1.3.11.000,3/8/18 20:34,FALSE,FALSE,1,8,,,other,7/21/20 17:02,5,,Anticipo impuesto a las ganancias,cashin_out
